Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56114E+11,2.42632E+11,2.59823E+11,2.73915E+11,3.10703E+11,3.86115E+11,4.1263E+11,4.08895E+11,4.47448E+11,4.33915E+11,4.2755E+11,4.68162E+11,5.27146E+11,6.34284E+11,7.62452E+11,8.85748E+11,1.00194E+12,1.26096E+12,1.5232E+12,1.27985E+12,1.31275E+12,1.44622E+12,1.35078E+12,1.42135E+12,1.46197E+12,1.28154E+12,1.30338E+12
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719,10712712465,11879982759,13063643796,14480556572,15346741670,16480058705,17740013179,18942729779,20524886616,,,,,,,,,,,1.1871E+11,1.08721E+11,1.11432E+11,1.11036E+11,1.06019E+11,1.07496E+11,1.54096E+11,1.92982E+11,2.08774E+11,2.01573E+11,2.5742E+11,2.6046E+11,2.71134E+11,2.63691E+11,2.91914E+11,3.41759E+11,3.29619E+11,2.86604E+11,2.94978E+11,2.89884E+11,2.7166E+11,2.78629E+11,3.01128E+11,3.51983E+11,3.93542E+11,4.07536E+11,4.29196E+11,4.77408E+11,5.51547E+11,5.39528E+11,5.81209E+11,6.96279E+11,6.65054E+11,6.84835E+11,7.02706E+11,6.7079E+11,6.59827E+11
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,,,,,,,,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110000000,4609727273,5416272727,5668187500,5982347826,6026593750,7072641026,7013196078,7167086957,8377093023,9126309735,10884114754,11853817308,16836261173,16210404184,7622217352,10341925249,13962893422,15989933708,21803696985,29036709872,34509878044,25325893206,20355959237,19622527480,17702885394,18891048819,22255407685,26040229793,29885685143,33113887818,37834793730,45964327559,49297773130,57008425296,73447063319,78039572222,84952360922,81577430181,75173794497,77860932152,70979923960,69736811435,75643459840,99210392858,1.22965E+11,1.54788E+11,1.73606E+11,1.79638E+11,1.72389E+11,2.18538E+11,2.52252E+11,2.67122E+11,2.78384E+11,2.6099E+11,2.42518E+11,2.47028E+11
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716467625,50056868958,47209359006,50706799903,59708343489,70436266147,76720285970,72881631327,70846535056,79705906247,92602973434,99800958648,1.13688E+11,1.38544E+11,1.44182E+11,1.63432E+11,1.5394E+11,1.74938E+11,1.49541E+11,1.78283E+11,1.9115E+11,1.95865E+11,2.05092E+11,2.30686E+11,2.59946E+11,3.09486E+11,3.00759E+11,2.72973E+11,3.12354E+11,3.47767E+11,3.60859E+11,3.83373E+11,4.26915E+11,4.44731E+11,5.64325E+11,7.34548E+11,8.63746E+11,9.61603E+11,1.02904E+12,1.094E+12,1.21135E+12,1.3394E+12,1.47055E+12,1.66029E+12,1.95535E+12,2.28597E+12,2.75213E+12,3.55218E+12,4.59821E+12,5.10995E+12,6.10062E+12,7.57255E+12,8.56055E+12,9.60722E+12,1.04824E+13,1.10647E+13,1.11991E+13
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034,1082922892,1281281246,1361360157,1455482990,1584128262,1849400600,2508421235,3070151901,3893839190,4662053708,6265067858,7900524898,9142935858,10175615442,8432588484,7567109767,6838185419,6841638715,6977650069,9158302205,10087653189,10255170460,9757410614,10795850107,10492628915,11152971316,11045759469,8313557450,11000146839,12139234939,11722142706,12612033729,12376639823,10717022463,11192560827,12346919216,15306602560,16554441847,17084928927,17800887796,20343635320,24224903100,24277493862,24884505035,25381616734,27040562587,31273049200,35372603446,32828516580,36164644633
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,618740988,657597382.8,699373701.2,723624365.3,782384527.8,814139855.8,853268771.1,934079050.3,1053077155,1152418515,1160002261,1233991075,1430951332,1758727395,2255496995,2752771044,3076592431,3366368665,4409920644,5811444661,6740756569,7636345827,7322914570,7381854747,7801858825,8148223604,10621158533,12302471429,12493286762,11140055364,11151578051,12434370005,11396310990,13532137228,9220470913,8733231184,9732328116,9840553236,9629649417,10486451144,9287367235,9633109350,10879778384,13621738837,15775357015,16587858857,17953066721,20431780378,23322254114,23381142147,23622483984,26587311528,26472056038,29567504655,32050817633,28415950981,24204448567
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404132,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820383306,5643439262,5771454940,6090840548,6215591270,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380,30014813756,34028119333,36188521107,34998638634
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.6,151675739.2,166521239.9,172233430.9,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,1918970178,1769365439,2116003868,2540697538,2322719101,1949481381,2353909442,3219910666,2794259783,3019993739,3495868808,4648628921,6087003176,7731261311,8394688284,11859014004,9593536531,12007880590,14425607224,13677930124,14085852120,14177437627,8553154506,7833509443
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4040948154,4552914000,4968603736,4838841456,5992169467,5790247619,5452762963,5727195020,5918455410,6405427874,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894411352,34942489684,36373307085,39212550050,39540080200,40274204595,41239551378,49279585355,55802538219,81703500846,92507279383,97160109278,1.0666E+11,98443739941,86186158685,99886577331,98203546156,97933391976,94684584163,1.17075E+11,1.46566E+11,1.6259E+11,2.07416E+11,2.43982E+11,2.33822E+11,2.87018E+11,3.35415E+11,3.6966E+11,3.80192E+11,3.78196E+11,2.9152E+11,2.82463E+11
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,123505640.9,114271897.3,107089552.3,111519676,107489822.7,114490697.6,162487763.9,196433684,207476554.8,198733185.9,250030760.8,246823428.9,266191040.4,263568114.4,185761822.6,231896229.6,230495751.4,212099634.7,215394066.1,222580453.8,203846427.7,220093812.2,246737679.5,317562269.4,368143118.7,380372892.6,406111873.5,462453582.9,523134897,524157261,530493353.2,586281766.8,570865941.2,618663921.9,647720707.1,565689764.6,616654490.5
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979069.3,490608657.9,521910560.5,592416703.1,539227277.6,563024383.3,620974660.2,813963830.2,924318490.8,971977088.2,1107891063,1513934037,1789333749,1711817182,1664310770,1864824081,1751888562,1850951315,1858121723,1574288668,1617467436
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3976453967,4593908719,4796628461,5477895475,5841132962,6063759371,6866402028,7403457319,7168999428,8528593084,9537297507,10432619390,11513472694,11618286553,12552071367,13617405420,14195623425,14949514585,15913363335,16504795453,17195867540,18529767934,19952156475,22600431878,26743874287,30612932803,30562361123,37268635287,42262697840,46473128286,49745088112,50656002896,54840103850,57435507212
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1922640775,2080830143,2195684581,2331959438,2519261153,2712715413,2942141442,3158211275,3140469906,3417668656,3760199659,4088013919,4732543298,5169932103,6720764012,7864013356,8070017845,9382602731,9571657514,10966585160,13453485465,14842851377,16495461076,16712010847,15923806275,15742679785,14358714160,15429015788,16357329645,16756727133,17873417058,17682124581,17403218746,18271706185,19289595454,21134882109,23041766083,25732062007,28249810017,30022260633,32252030401,33172149746,34944596086,37495408032,41173138192,46649069646,52393433351,58257681979,66480563577,55930530971,60772694300,65739442151,67860562821,68729777391,68744227742,66799701062,63540193020
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017300000,25366200000,25736331247,28364615242,30565400000,31682400000,33590500000,35901200000,38203000000,42643836075,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656100000,87132800000,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074,,,,,,,,,,3207032513,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9826778784,9899623588,9594298746,10353506787,10614455232,10183317625,10567304189,11618269231,14576896942,17422375000,18703146375,20403713461,24077470572,27839460964,25942622951,25562251656,27427161523,25012206090,24054965481,23308212817,19559942331,19801664168
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315847384,29557058174,34451993226,40452245779,47364869196,59537113791,66775046785,61621364981,66372594575,64719461255,61474265135,67375623427,81696651659,99300329682,1.18976E+11,1.3599E+11,1.55213E+11,1.88818E+11,2.35205E+11,2.0573E+11,2.07016E+11,2.27948E+11,2.07376E+11,2.09402E+11,2.07818E+11,1.85156E+11,1.92925E+11
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.15022E+11,2.49039E+11,2.98667E+11,3.96867E+11,4.43619E+11,4.8878E+11,5.17788E+11,5.98226E+11,7.37668E+11,8.78011E+11,9.46695E+11,7.97443E+11,7.73638E+11,7.67768E+11,7.22368E+11,7.29763E+11,1.0423E+12,1.29326E+12,1.39593E+12,1.39367E+12,1.76497E+12,1.86187E+12,2.12313E+12,2.06856E+12,2.20597E+12,2.59162E+12,2.50367E+12,2.21869E+12,2.24323E+12,2.19996E+12,1.94995E+12,1.95065E+12,2.07914E+12,2.50573E+12,2.81925E+12,2.86141E+12,3.00245E+12,3.43995E+12,3.75237E+12,3.41801E+12,3.41709E+12,3.7577E+12,3.54398E+12,3.75251E+12,3.87928E+12,3.3636E+12,3.46676E+12
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,1455000000,1588000000,1727000000,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370370.37,45170370.37,44296296.3,59100000,66218518.52,72051851.85,79925925.93,89848148.15,98585185.19,112074074.1,126348148.1,143766666.7,153374074.1,166322222.2,180437037,191759259.3,200418518.5,215459259.3,224037037,236444444.4,245781481.5,258440740.7,267740740.7,335845814.8,343119370.4,337695740.7,350091222.2,374771481.5,370370370.4,390370370.4,421375851.9,458190185.2,489074333.3,493824407.4,500988407.4,485905592.6,508447148.1,528178703.7,517218963,525424630
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,17075466667,19085681968,23232411898,30730638896,34160363583,40474400473,44575847808,49784281716,60362854967,70366280175,71127592754,61877755005,60412846239,60644833242,59105208273,62658544411,88078729452,1.09414E+11,1.15553E+11,1.12409E+11,1.38247E+11,1.39225E+11,1.52916E+11,1.43196E+11,1.56162E+11,1.85007E+11,1.87632E+11,1.73538E+11,1.76992E+11,1.77965E+11,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51373E+11,2.64467E+11,2.82885E+11,3.19423E+11,3.53361E+11,3.21241E+11,3.21995E+11,3.44003E+11,3.27149E+11,3.43584E+11,3.52297E+11,3.01308E+11,3.06143E+11
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044592913,6122197810,5826987203,5374315190,6686592729,7073674721,9724402004,11277676880,12976408000,14511134921,16358496124,18131813001,19593869595,21171523985,21709726722,23996063503,24892521237,26571620979,21277165886,22039232610,34004033804,35952845583,44169678153,48288967303,48376555306,53954579004,57746684847,60613645121,61965942057,65231032303,68102618092,71583553488
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723648552,2434776646,2001468868,2703014867,2909351793,3136258897,3039834559,3370843066,3852115817,4257218772,4863487493,5077222367,6761786387,8715105930,13209713643,15557934268,17728347375,20971901273,26364491313,33243422158,42345277342,44348672668,45207088716,48801369800,53698278906,57937868670,63696301893,66742267773,59089067187,55631489802,62045099643,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640574567,54790245601,54744714396,56760288974,67863829880,85324998814,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09047E+11,2.09784E+11,2.13983E+11,1.64779E+11,1.5608E+11
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80250607897,70446120294,64553859603,69902870222,81045260487,94581389222,1.03541E+11,1.00328E+11,1.01264E+11,1.13708E+11,1.26755E+11,1.36313E+11,1.54641E+11,1.94701E+11,2.19659E+11,2.46944E+11,2.5065E+11,2.89646E+11,2.80408E+11,3.24803E+11,3.74772E+11,3.99919E+11,4.19717E+11,4.40418E+11,4.78103E+11,5.23953E+11,5.22474E+11,5.16027E+11,5.7234E+11,6.18572E+11,6.62969E+11,7.195E+11,8.06276E+11,8.85163E+11,1.06479E+12,1.31421E+12,1.50951E+12,1.56355E+12,1.43305E+12,1.57636E+12,1.73756E+12,1.84869E+12,2.04609E+12,2.31581E+12,2.6855E+12,3.10575E+12,3.73729E+12,4.7272E+12,5.98419E+12,6.49307E+12,7.87483E+12,9.62567E+12,1.07381E+13,1.18547E+13,1.27481E+13,1.32674E+13,1.35109E+13
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.52222E+11,1.53174E+11,1.58795E+11,1.67976E+11,1.92426E+11,2.09994E+11,2.07317E+11,2.17587E+11,2.35706E+11,2.63417E+11,2.78414E+11,3.00751E+11,3.30265E+11,4.22538E+11,5.92504E+11,6.36293E+11,6.94402E+11,7.7707E+11,8.60276E+11,1.04521E+12,1.28976E+12,1.44114E+12,1.37191E+12,1.3853E+12,1.36582E+12,1.39786E+12,1.41821E+12,1.42932E+12,1.53587E+12,1.56856E+12,1.80651E+12,1.91292E+12,2.09815E+12,2.30245E+12,2.40891E+12,2.46896E+12,2.69445E+12,2.8789E+12,2.83986E+12,3.0107E+12,3.26511E+12,3.22444E+12,3.13117E+12,3.50068E+12,4.06655E+12,4.74261E+12,5.42815E+12,6.44603E+12,7.27201E+12,6.99093E+12,8.49018E+12,9.56769E+12,9.95622E+12,1.01997E+13,1.041E+13,1.01234E+13,1.02749E+13
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.53406E+11,1.53852E+11,1.57423E+11,1.75667E+11,2.01829E+11,2.24795E+11,2.51317E+11,2.72312E+11,3.00038E+11,3.45621E+11,4.06892E+11,4.51555E+11,5.60419E+11,7.3863E+11,8.50486E+11,9.31183E+11,1.02362E+12,1.2201E+12,1.53941E+12,1.6718E+12,1.80692E+12,1.99478E+12,1.95347E+12,2.07307E+12,2.22399E+12,2.35817E+12,3.07611E+12,3.59837E+12,4.33085E+12,4.52925E+12,4.74013E+12,5.3375E+12,5.82747E+12,6.54224E+12,7.30217E+12,8.29722E+12,7.99385E+12,7.64901E+12,6.85778E+12,7.65626E+12,8.28367E+12,7.70516E+12,7.8273E+12,8.60535E+12,9.65108E+12,1.02928E+13,1.09133E+13,1.22058E+13,1.40973E+13,1.4526E+13,1.69343E+13,1.96336E+13,2.10131E+13,2.12565E+13,2.18941E+13,2.17653E+13,2.24774E+13
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03702E+11,9.60439E+11,9.26765E+11,8.53278E+11,8.38261E+11,7.27687E+11,7.76931E+11,7.87852E+11,8.20132E+11,7.71872E+11,6.5045E+11,7.20049E+11,7.17066E+11,8.20427E+11,1.03752E+12,1.36759E+12,1.72647E+12,2.11434E+12,2.72763E+12,3.37253E+12,2.65513E+12,3.15625E+12,3.87196E+12,4.07088E+12,4.30272E+12,4.0788E+12,3.1201E+12,2.97912E+12
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,4.32764E+11,4.60669E+11,5.03639E+11,5.55369E+11,6.15028E+11,6.69257E+11,7.27081E+11,7.82274E+11,8.15869E+11,8.95741E+11,1.00761E+12,1.13638E+12,1.36173E+12,1.7295E+12,1.95408E+12,2.28288E+12,2.3728E+12,2.68903E+12,3.28212E+12,4.01536E+12,4.54834E+12,4.04827E+12,3.90096E+12,3.7843E+12,3.63725E+12,3.76427E+12,5.13767E+12,6.34886E+12,7.0675E+12,7.22445E+12,8.8378E+12,9.11825E+12,9.78007E+12,8.98791E+12,9.40042E+12,1.08279E+13,1.10551E+13,1.04898E+13,1.07497E+13,1.06286E+13,1.00113E+13,1.01129E+13,1.10616E+13,1.34759E+13,1.57101E+13,1.67312E+13,1.81089E+13,2.11605E+13,2.32186E+13,2.0419E+13,2.09055E+13,2.31462E+13,2.22783E+13,2.32538E+13,2.36026E+13,2.02784E+13,2.01629E+13
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138,979108806.8,958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02292E+11,1.00177E+11,97802211000
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621014,5339520613,5579168510,6109112150,6861743341,7682491836,8266003571,8763960703,9616725366,9015166840,11437965585,13360476862,14636028767,14849909491,18150000571,22912500556,23405404730,25592365394,28137369499,30642873038,34689560465,35880262675,40507934171,35044634015,39648442534,43130416913,36970555899,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.79373E+11,2.88586E+11,3.0553E+11,3.32698E+11,3.36297E+11
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.4539E+11,2.70109E+11,2.9975E+11,3.36272E+11,3.7401E+11,4.08119E+11,4.4504E+11,4.83441E+11,5.18264E+11,5.72532E+11,6.41461E+11,7.27045E+11,8.78372E+11,1.14022E+12,1.29291E+12,1.49929E+12,1.56452E+12,1.77946E+12,2.17904E+12,2.63977E+12,2.95674E+12,2.56982E+12,2.48797E+12,2.42719E+12,2.32826E+12,2.39205E+12,3.35724E+12,4.15274E+12,4.56732E+12,4.66561E+12,5.87169E+12,6.10453E+12,6.7349E+12,6.16866E+12,6.51551E+12,7.52011E+12,7.61173E+12,6.95948E+12,7.15103E+12,7.11922E+12,6.48695E+12,6.59323E+12,7.1736E+12,8.8506E+12,1.01518E+13,1.05353E+13,1.11844E+13,1.28774E+13,1.41154E+13,1.29055E+13,1.26429E+13,1.36227E+13,1.26376E+13,1.31875E+13,1.34577E+13,1.16161E+13,1.18857E+13
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,1.14465E+11,1.18185E+11,1.3209E+11,1.60163E+11,2.14019E+11,2.32135E+11,2.02257E+11,1.95464E+11,1.70487E+11,1.71635E+11,1.80302E+11,2.50638E+11,3.17882E+11,3.75139E+11,4.13631E+11,5.35101E+11,5.75599E+11,6.29202E+11,5.23649E+11,5.29122E+11,6.1294E+11,6.40998E+11,5.88692E+11,6.17042E+11,6.33194E+11,5.95403E+11,6.25976E+11,7.05146E+11,9.06853E+11,1.06956E+12,1.15728E+12,1.26455E+12,1.47934E+12,1.63499E+12,1.49907E+12,1.43159E+12,1.48802E+12,1.33595E+12,1.36178E+12,1.37586E+12,1.19296E+12,1.23209E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373665146,4746109767,5066240419,5617109245,5726897998,5685774809,6245069734,7322069511,9833870709,12059201242,14006088297,16963625016,22237061730,24194039256,19652492637,19490936349,23170239901,23043864510,25081185831,26213940387,22460470490,23136741984
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64464423675,72374252815
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,3.5894E+11,3.9079E+11,4.26908E+11,4.70297E+11,5.21198E+11,5.67591E+11,6.15284E+11,6.61167E+11,6.87214E+11,7.54796E+11,8.55234E+11,9.6742E+11,1.15832E+12,1.47073E+12,1.6529E+12,1.92697E+12,1.99573E+12,2.26004E+12,2.76969E+12,3.38259E+12,3.86095E+12,3.41628E+12,3.28791E+12,3.18697E+12,3.05998E+12,3.16252E+12,4.33667E+12,5.36591E+12,5.98545E+12,6.11151E+12,7.57853E+12,7.86515E+12,8.57048E+12,7.81482E+12,8.29843E+12,9.6105E+12,9.82467E+12,9.27336E+12,9.58985E+12,9.57678E+12,8.89928E+12,9.00071E+12,9.81109E+12,1.19458E+13,1.37956E+13,1.44266E+13,1.53887E+13,1.77813E+13,1.91178E+13,1.70809E+13,1.69779E+13,1.83405E+13,1.72717E+13,1.80027E+13,1.85882E+13,1.63348E+13,1.6398E+13
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16798E+11,1.99376E+11,1.94198E+11,2.20665E+11,2.54602E+11,3.09087E+11,3.62366E+11,4.45793E+11,5.75693E+11,5.3611E+11,6.37801E+11,6.94813E+11,7.49212E+11,8.00959E+11,8.42652E+11,7.63933E+11,7.43798E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,1.09103E+11,1.19065E+11,1.41518E+11,1.27866E+11,1.12625E+11,89255751015,1.03322E+11,1.34199E+11,1.32099E+11,1.26833E+11,1.33936E+11,1.35226E+11,1.2554E+11,1.2925E+11,1.39553E+11,1.71071E+11,1.96768E+11,2.04436E+11,2.16553E+11,2.55385E+11,2.83742E+11,2.51499E+11,2.478E+11,2.73674E+11,2.56706E+11,2.6998E+11,2.72609E+11,2.32362E+11,2.36785E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4469810099,4391064781,4631626234
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947,68346741504,76313782252,85551113767,94906593388,1.02161E+11,1.10597E+11,1.19466E+11,1.29847E+11,1.40725E+11,1.48949E+11,1.66564E+11,2.04283E+11,2.65382E+11,2.86526E+11,3.62001E+11,3.7341E+11,4.11464E+11,5.08183E+11,6.15834E+11,7.03525E+11,6.1759E+11,5.86837E+11,5.61852E+11,5.32649E+11,5.55197E+11,7.74556E+11,9.38368E+11,1.0235E+12,1.03012E+12,1.2753E+12,1.27556E+12,1.40872E+12,1.33009E+12,1.40164E+12,1.60989E+12,1.61425E+12,1.46071E+12,1.51076E+12,1.50028E+12,1.36844E+12,1.38222E+12,1.50034E+12,1.84812E+12,2.12411E+12,2.20368E+12,2.32501E+12,2.66311E+12,2.92347E+12,2.69383E+12,2.64684E+12,2.86268E+12,2.68142E+12,2.80851E+12,2.84931E+12,2.43356E+12,2.46545E+12
